Contig name,Number of restriction sites ,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,True identity
k141_9857,31,54550,98.1764,14937,castellii
k141_2760,0,1122,167.784,1163,paradoxus
k141_8939,2,1570,10.1725,29,kudriavzevii
k141_9860,3,3355,87.824,1396,uvarum
k141_7216,5,18318,98.1775,4971,castellii
k141_8940,3,8653,80.7761,1943,mikatae
k141_5435,13,12967,84.5757,4502,mikatae
k141_1907,46,72305,83.3578,19861,waltii
k141_8143,9,17258,58.6173,2827,paradoxus
k141_12574,10,11698,265.424,9936,cerevisiae
k141_8146,1,1882,111.693,431,castellii
k141_10747,14,28924,72.0915,7145,lactis
k141_8147,2,1067,12.8441,33,kudriavzevii
k141_5436,6,13783,59.3707,2985,paradoxus
k141_12581,0,1072,94.359,69,mikatae
k141_12582,0,2097,17.0899,40,kudriavzevii
k141_10749,3,5735,1393.85,118564,cerevisiae
k141_5440,2,2726,10.4818,67,kudriavzevii
k141_5441,2,1634,14.5553,47,kudriavzevii
k141_12587,1,2328,53.0174,265,paradoxus
k141_6330,20,45638,80.2224,10222,mikatae
k141_7222,1,9106,20.7158,194,kudriavzevii
k141_11629,65,108836,77.2429,15644,uvarum
k141_11632,3,6155,100.897,1543,castellii
k141_136,40,53561,272.675,39192,cerevisiae
k141_137,1,1339,14.9403,42,kudriavzevii
k141_4575,60,80291,80.8428,26081,lactis
k141_11636,2,4275,313.958,2064,cerevisiae
k141_4576,1,1019,9.19793,38,kudriavzevii
k141_4577,0,1717,10.6541,14,kudriavzevii
k141_4578,0,1175,12.7259,33,kudriavzevii
k141_138,6,5483,95.57,1524,mikatae
k141_1910,19,26761,78.933,5807,mikatae
k141_12589,8,13313,56.8022,2493,paradoxus
k141_12590,1,2135,45.1919,3637,pastoris
k141_12591,2,1273,10.4007,32,kudriavzevii
k141_8148,21,30481,95.2992,8262,castellii
k141_12593,1,6235,58.7191,765,paradoxus
k141_5443,19,23477,79.1398,3782,uvarum
k141_5446,1,1575,95.5663,134,uvarum
k141_141,1,1783,61.2688,257,paradoxus
k141_11637,2,7041,90.9795,1964,castellii
k141_142,7,12696,61.6019,2038,paradoxus
k141_3701,58,84065,75.0506,14855,wickerhamii
k141_5447,3,8307,50.8216,1161,paradoxus
k141_5451,1,1750,132.554,688,kluyveri
k141_5453,0,2052,91.265,180,uvarum
k141_5455,3,6301,135.662,4439,kluyveri
k141_5457,3,3272,12.6826,84,kudriavzevii
k141_12598,19,34294,69.069,5090,uvarum
k141_145,9,15566,80.2362,2460,uvarum
k141_988,59,95196,47.7389,2026,gossypii
k141_8945,43,69200,81.5336,17674,mikatae
k141_8946,3,4234,100.799,1036,kluyveri
k141_146,5,13310,92.1868,3243,lactis
k141_1911,23,48546,293.2,32503,cerevisiae
k141_8953,1,1177,249.765,197,mikatae
k141_8955,2,1422,53.1847,253,paradoxus
k141_8957,1,2031,795.127,3493,cerevisiae
k141_150,6,9052,97.961,3989,kluyveri
k141_8965,2,1371,10.706,13,kudriavzevii
k141_10753,40,62000,79.6982,9346,uvarum
k141_10754,5,18039,59.0561,2707,paradoxus
k141_10756,2,1689,152.72,1779,waltii
k141_1912,15,27428,84.8951,5822,mikatae
k141_991,18,26888,78.8006,3155,uvarum
k141_4581,39,59326,138.453,28188,paradoxus
k141_996,1,1253,12.8214,13,kudriavzevii
k141_11639,26,64473,89.0171,16198,castellii
k141_7223,66,104074,85.9061,23623,stipitis
k141_152,13,25621,79.4648,5111,mikatae
k141_7225,0,1843,51.1175,147,paradoxus
k141_4582,10,23252,101.421,8944,kluyveri
k141_9862,70,119699,80.0355,22700,wickerhamii
k141_5458,28,43396,94.1286,14953,kluyveri
k141_10760,17,14194,89.542,5113,castellii
k141_6333,72,99282,81.5911,27951,waltii
k141_10765,0,1999,61.086,135,paradoxus
k141_5469,2,2144,58.8501,258,paradoxus
k141_5471,0,1172,13.4706,19,kudriavzevii
k141_1914,0,19770,132.841,4683,kluyveri
k141_5472,10,11764,128.635,4890,kluyveri
k141_10766,2,1176,8.61306,58,kudriavzevii
k141_9864,1,2060,168.823,282,uvarum
k141_4585,4,3154,13.7683,67,Unmapped
k141_4586,4,3960,131.816,2276,kluyveri
k141_10767,6,7099,294.14,5542,cerevisiae
k141_11642,3,23039,93.7899,4806,castellii
k141_11643,2,3679,47.427,578,paradoxus
k141_4589,1,4304,76.1536,518,mikatae
k141_9865,4,9955,63.0416,1656,paradoxus
k141_11644,0,1170,4.85882,149,pastoris
k141_4591,3,1552,11.8274,26,kudriavzevii
k141_11645,5,5884,288.868,3347,cerevisiae
k141_11646,6,2548,601.26,2371,cerevisiae
k141_9872,3,7351,90.0508,2163,kluyveri
k141_7226,19,28076,78.08,10113,lactis
k141_4592,6,13483,263.634,7943,cerevisiae
k141_5474,4,5181,54.5416,1172,paradoxus
k141_6334,19,20353,123.591,10096,mikatae
k141_5475,3,1847,11.0412,30,kudriavzevii
k141_1916,24,18113,88.4274,7253,waltii
k141_1917,0,1217,27.3149,24,kudriavzevii
k141_5477,2,2237,122.679,456,paradoxus
k141_6335,6,7713,77.3333,1246,uvarum
k141_5478,5,6032,113.621,1407,castellii
k141_1921,1,4492,105.98,1208,kluyveri
k141_5479,6,8355,65.5963,1497,paradoxus
k141_5482,0,2258,103.406,951,kluyveri
k141_10768,6,26208,73.16,7867,lactis
k141_10769,1,1651,67.2831,334,mikatae
k141_9874,2,10816,80.4945,1454,uvarum
k141_10770,2,1029,11.81,47,kudriavzevii
k141_10771,1,1125,176.087,169,cerevisiae
k141_4593,14,10496,91.0437,4103,mikatae
k141_4594,0,1148,41.498,100,paradoxus
k141_11647,6,21706,123.615,6192,kluyveri
k141_11649,2,1336,137.34,439,uvarum
k141_10773,5,10006,305.859,9966,cerevisiae
k141_5483,1,2127,90.6161,246,mikatae
k141_1922,14,16926,56.1544,3452,paradoxus
k141_8149,71,127946,92.3041,33511,castellii
k141_1923,0,1896,70.673,147,uvarum
k141_154,25,58386,270.959,41568,cerevisiae
k141_7230,27,35625,63.445,6789,paradoxus
k141_7231,1,1303,72.1492,250,paradoxus
k141_2765,125,179397,89.9366,44381,stipitis
k141_8973,34,79179,98.7741,20882,castellii
k141_10775,4,7668,77.3035,1788,lactis
k141_1000,48,78440,85.254,23022,waltii
k141_2771,0,1316,43.259,175,paradoxus
k141_2773,0,1317,204.886,897,cerevisiae
k141_11651,6,14841,75.6361,2779,waltii
k141_8981,1,4668,51.9199,622,paradoxus
k141_8989,1,1024,94.5892,112,mikatae
k141_11653,3,5674,56.5889,738,paradoxus
k141_2776,3,7303,94.2925,1303,uvarum
k141_1004,7,13122,57.9815,2401,paradoxus
k141_8991,3,5008,60.0838,2429,paradoxus
k141_7232,2,2500,52.2574,677,paradoxus
k141_8151,11,20412,75.4783,3100,uvarum
k141_11654,1,1044,6.56823,16,kudriavzevii
k141_11657,2,2699,79.0592,483,mikatae
k141_11658,0,1246,15.5091,15,kudriavzevii
k141_5486,14,27505,105.062,6147,castellii
k141_155,9,18161,80.3961,3037,mikatae
k141_11662,1,2282,81.1646,1386,castellii
k141_1007,5,5490,339.074,4210,cerevisiae
k141_1008,2,3327,52.4649,416,paradoxus
k141_1012,0,2368,105.592,245,mikatae
k141_8152,10,12961,300.681,8589,cerevisiae
k141_10776,11,23156,55.3606,3380,paradoxus
k141_5488,0,6048,61.9873,792,paradoxus
k141_11667,2,5212,166.658,1671,kluyveri
k141_10777,8,13666,91.9407,5561,mikatae
k141_2779,17,26141,82.0579,5950,mikatae
k141_9876,51,62221,83.2318,17756,waltii
k141_2780,0,2075,102.608,674,mikatae
k141_9879,2,2875,55.8297,582,paradoxus
k141_2784,0,1794,932.574,2839,mikatae
k141_9881,3,1101,48.2261,133,paradoxus
k141_1924,23,35478,101.999,9262,castellii
k141_1013,7,9284,47.8757,1415,paradoxus
k141_8153,6,11649,62.4179,2030,paradoxus
k141_5489,9,20946,80.4366,3014,uvarum
k141_8159,2,1104,8.57862,19,kudriavzevii
k141_8161,4,5846,94.06,1141,mikatae
k141_12602,89,148463,233.014,101063,cerevisiae
k141_12603,1,1476,52.7994,148,paradoxus
k141_12604,1,1690,82.7156,24,gossypii
k141_4595,42,71249,89.4285,19552,waltii
k141_2788,6,6271,77.0523,1258,uvarum
k141_1018,8,15609,101.727,6041,kluyveri
k141_2791,5,4858,265.171,3878,cerevisiae
k141_4597,7,9568,91.3038,1659,mikatae
k141_11674,20,36043,81.6224,7962,mikatae
k141_4609,1,1478,62.1611,179,paradoxus
k141_9883,4,23497,319.429,13523,cerevisiae
k141_11675,4,5398,82.6279,1166,paradoxus
k141_4610,0,3988,67.8223,600,paradoxus
k141_1025,4,13407,58.8887,2630,paradoxus
k141_5490,11,18835,130.728,6058,kluyveri
k141_8169,5,7890,303.003,5046,cerevisiae
k141_5492,1,1105,40.8,127,paradoxus
k141_5495,1,1040,9.54494,23,kudriavzevii
k141_5496,0,1056,14.0684,5,kudriavzevii
k141_157,34,48935,71.0805,7434,uvarum
k141_12608,9,12421,300.835,10356,cerevisiae
k141_158,4,7718,51.3705,961,paradoxus
k141_12610,3,5472,266.037,3690,cerevisiae
k141_8171,14,14998,54.7511,3102,paradoxus
k141_5498,6,13211,80.9418,2431,mikatae
k141_5501,1,2006,53.6514,170,paradoxus
k141_12614,3,5241,62.5339,747,paradoxus
k141_5503,0,1363,130.345,957,kluyveri
k141_1027,4,2674,27.391,78,kudriavzevii
k141_4612,1,5791,118.53,2046,kluyveri
k141_4613,4,2009,11.6982,102,kudriavzevii
k141_11684,1,7456,167.452,2933,waltii
k141_11685,1,1075,9.33946,13,kudriavzevii
k141_1925,40,49517,89.7662,18764,waltii
k141_11686,0,5898,51.0193,1083,paradoxus
k141_1028,7,8540,86.2118,3335,uvarum
k141_1030,0,1344,92.9062,71,paradoxus
k141_4614,13,21285,76.8773,2774,uvarum
k141_161,6,13464,255.723,7157,cerevisiae
k141_6336,72,112792,85.6588,30181,waltii
k141_162,1,3684,55.6998,441,paradoxus
k141_164,1,2681,107.759,1176,kluyveri
k141_13449,251,403723,71.6434,84135,wickerhamii
k141_8173,15,18259,56.1107,2975,paradoxus
k141_165,3,6381,76.9048,935,mikatae
k141_9884,18,37698,87.0697,9742,mikatae
k141_13451,1,5610,63.8106,805,paradoxus
k141_4617,4,4852,130.186,1777,paradoxus
k141_4620,1,2471,13.1142,52,kudriavzevii
k141_12619,11,12304,85.5184,1584,uvarum
k141_12622,0,1559,515.659,12244,paradoxus
k141_1927,10,22861,59.1716,3671,paradoxus
k141_2793,23,49892,85.7838,11407,castellii
k141_2794,0,1306,135.425,50,Unmapped
k141_5504,14,25071,58.6964,4565,paradoxus
k141_1937,0,1245,13.9269,17,kudriavzevii
k141_5505,3,6170,132.85,3044,kluyveri
k141_2796,7,13773,53.2648,2225,paradoxus
k141_12623,11,17128,64.3549,3679,paradoxus
k141_11693,22,30869,83.3208,8188,mikatae
k141_8174,11,21858,61.7659,3735,paradoxus
k141_8175,0,1182,670.636,2161,cerevisiae
k141_1031,19,40601,194.136,20092,cerevisiae
k141_9889,11,18874,51.1062,2704,paradoxus
k141_8176,5,6510,62.8803,1239,paradoxus
k141_166,14,23816,81.6907,2828,uvarum
k141_1032,0,2732,198.959,1054,cerevisiae
k141_12625,8,10707,84.8256,2167,uvarum
k141_9892,5,3610,67.9954,424,paradoxus
k141_9896,2,1174,9.4082,12,kudriavzevii
k141_1034,5,7251,58.7013,1042,paradoxus
k141_167,6,9801,107.483,3500,kluyveri
k141_1036,3,2115,56.4137,718,paradoxus
k141_1037,1,1523,13.2637,34,kudriavzevii
k141_9898,3,6657,171.453,1990,lactis
k141_8997,73,111718,77.3399,29644,lactis
k141_2798,7,10085,52.8574,2070,paradoxus
k141_8998,1,1136,221.165,189,castellii
k141_5506,11,16292,47.8158,294,gossypii
k141_1941,8,20363,119.835,4853,castellii
k141_4624,9,28895,126.619,10080,kluyveri
k141_2800,7,12273,256.322,9217,cerevisiae
k141_9001,4,13308,241.882,6291,cerevisiae
k141_2803,0,1967,54.0506,353,paradoxus
k141_9004,1,3580,11.7942,131,kudriavzevii
k141_8188,8,9854,260.968,5885,cerevisiae
k141_9899,1,4276,59.6966,447,paradoxus
k141_170,9,10682,169.056,6263,cerevisiae
k141_1038,6,13256,298.323,11494,cerevisiae
k141_175,2,6221,119.498,2272,kluyveri
k141_13452,48,51202,76.7365,10659,uvarum
k141_8189,12,15334,80.1084,2417,uvarum
k141_177,0,2380,152.097,411,kluyveri
k141_181,0,1674,12.1247,26,kudriavzevii
k141_9900,5,20163,94.1429,4426,castellii
k141_183,4,4270,96.1721,1749,kluyveri
k141_8190,9,8118,99.3126,3743,mikatae
k141_3703,137,295684,47.907,5436,gossypii
k141_9901,3,4993,266.644,7328,cerevisiae
k141_5508,13,25630,297.009,15776,cerevisiae
k141_9006,6,8714,51.5104,1458,paradoxus
k141_5509,1,3818,104.665,1026,kluyveri
k141_5511,1,3218,67.0531,303,uvarum
k141_5513,1,1943,118.594,303,mikatae
k141_1948,22,37211,284.782,27896,cerevisiae
k141_2804,21,33322,91.8386,8169,castellii
k141_186,1,1102,49.0168,116,paradoxus
k141_8192,1,2550,697.433,1743,mikatae
k141_1039,9,19090,240.639,9611,cerevisiae
k141_9903,3,4168,50.5045,1259,paradoxus
k141_3704,4,8938,87.515,1070,cerevisiae
k141_3707,1,1911,11.6525,30,kudriavzevii
k141_13456,22,22221,73.6891,6506,lactis
k141_187,10,18483,130.106,11810,kluyveri
k141_8201,18,15436,93.3995,6911,waltii
k141_190,3,4391,121.899,2701,kluyveri
k141_9904,9,21491,78.6987,5691,mikatae
k141_1950,6,9768,102.239,4923,kluyveri
k141_5516,8,13599,80.6755,2630,mikatae
k141_5517,2,1030,11.2136,29,kudriavzevii
k141_1954,0,1959,559.385,1049,cerevisiae
k141_1955,0,3217,40.7066,152,kudriavzevii
k141_3709,5,9718,47.7358,1272,paradoxus
k141_3711,1,1504,59.3117,939,paradoxus
k141_9008,31,34266,85.581,10875,waltii
k141_11694,51,71789,78.6309,17213,mikatae
k141_1963,1,1822,105.667,219,uvarum
k141_3716,0,2487,352.737,3406,cerevisiae
k141_3718,2,2083,62.0145,757,paradoxus
k141_1965,5,10205,109.572,3646,kluyveri
k141_1966,2,1809,11.0169,33,kudriavzevii
k141_3719,5,9238,109.799,3274,kluyveri
k141_8210,3,2851,69.5853,289,paradoxus
k141_9906,2,3805,50.0766,636,paradoxus
k141_13465,15,17954,116.039,7931,kluyveri
k141_13467,1,1104,55.1143,227,castellii
k141_7236,133,197223,75.12,58228,lactis
k141_8211,1,4243,53.7874,509,paradoxus
k141_7241,3,2060,74.8801,365,castellii
k141_12628,40,82441,47.6387,1624,gossypii
k141_8214,4,6524,1057.3,7956,stipitis
k141_8215,0,1302,8475.4,21971,mikatae
k141_6342,80,121062,69.3367,20403,wickerhamii
k141_8216,3,3499,86.6399,554,stipitis
k141_8218,2,2967,88.8285,321,stipitis
k141_10780,100,183978,99.1405,56542,castellii
k141_10782,2,1977,12.9124,40,kudriavzevii
k141_10783,2,3101,66.635,942,paradoxus
k141_3720,7,21784,295.574,11544,cerevisiae
k141_4629,41,94237,91.3899,21096,castellii
k141_3723,0,3155,92.5647,434,mikatae
k141_4630,2,1373,50.1922,234,paradoxus
k141_10784,12,18460,79.4477,4070,mikatae
k141_13473,21,27209,86.0483,5009,uvarum
k141_8220,8,15765,132.041,5975,mikatae
k141_7243,15,30506,97.9135,11180,castellii
k141_8224,10,9262,53.5718,1697,paradoxus
k141_8225,0,1939,116.577,442,kluyveri
k141_10785,4,1614,49.1824,559,paradoxus
k141_4638,2,1496,10.3432,23,kudriavzevii
k141_4640,4,1562,9.71246,39,kudriavzevii
k141_3727,5,7008,88.7976,1906,castellii
k141_4642,0,1338,11.2071,24,kudriavzevii
k141_3732,0,1234,77.1596,472,paradoxus
k141_11711,27,41761,107.846,14202,wickerhamii
k141_9010,30,56552,87.4367,16197,castellii
k141_5528,33,60861,107.918,22701,kluyveri
k141_4644,9,11641,83.3985,2950,mikatae
k141_5531,7,6455,236.225,8058,kluyveri
k141_8228,0,1591,10.1381,12,kudriavzevii
k141_192,31,64039,81.8029,11828,mikatae
k141_7247,14,21935,60.7792,4338,paradoxus
k141_7249,1,1178,11.5768,21,kudriavzevii
k141_2809,49,83875,75.7079,15233,wickerhamii
k141_1967,40,63903,69.1742,12958,wickerhamii
k141_4647,8,18130,101.538,3619,castellii
k141_3733,14,28937,306.003,22065,cerevisiae
k141_1970,7,10225,52.7527,2085,paradoxus
k141_4648,5,11973,95.4552,2250,uvarum
k141_1974,1,3187,96.8156,411,uvarum
k141_12629,46,74836,78.2363,12406,uvarum
k141_195,22,28805,84.6212,4032,uvarum
k141_198,0,1497,99.7357,468,kluyveri
k141_9909,48,92949,90.5149,20330,stipitis
k141_9011,23,43670,82.0609,9859,mikatae
k141_1975,2,6341,283.821,3690,cerevisiae
k141_4650,5,8460,54.9567,1470,paradoxus
k141_10786,38,59385,47.1918,1188,gossypii
k141_2817,28,34300,81.3842,9293,mikatae
k141_1978,4,10586,130.193,5413,kluyveri
k141_11712,28,60470,96.1863,13881,castellii
k141_1979,3,10460,84.7331,1338,uvarum
k141_1981,2,1170,338.943,875,cerevisiae
k141_9910,15,17953,84.0089,4381,castellii
k141_1985,3,1423,213.178,1160,kluyveri
k141_7250,33,67456,92.5115,16670,castellii
k141_9912,13,20042,78.6393,4795,lactis
k141_7251,14,25507,319.531,17031,cerevisiae
k141_201,34,68269,93.7783,20695,castellii
k141_7253,2,1268,75.7737,63,uvarum
k141_5538,63,89833,88.6257,23607,stipitis
k141_5540,1,1547,76.6571,1257,mikatae
k141_4656,26,57076,278.2,53148,cerevisiae
k141_4657,0,1744,13.8463,32,kudriavzevii
k141_3740,35,79685,277.977,56978,cerevisiae
k141_10788,34,63779,84.0807,15738,lactis
k141_9914,17,29660,75.156,5102,uvarum
k141_3741,7,7648,72.0705,2001,paradoxus
k141_9916,0,1943,559.932,2076,mikatae
k141_3745,2,1092,76.811,180,paradoxus
k141_9015,36,73988,94.407,19552,castellii
k141_9016,0,2788,219.351,1133,kluyveri
k141_13474,99,137052,72.8393,25714,wickerhamii
k141_1986,30,51977,265.201,30831,cerevisiae
k141_1988,1,1076,124.594,236,uvarum
k141_1989,2,1357,14.5626,24,kudriavzevii
k141_13479,2,5068,64.0348,785,paradoxus
k141_1992,5,6283,123.95,1546,kluyveri
k141_207,16,20309,57.6929,3240,paradoxus
k141_7256,14,22011,102.685,6956,uvarum
k141_9019,0,2248,70.307,528,paradoxus
k141_2818,43,74703,100.414,25838,kluyveri
k141_2820,1,1365,12.5572,47,kudriavzevii
k141_3746,11,12277,79.8568,2556,uvarum
k141_2821,0,1735,851.161,948,cerevisiae
k141_9022,6,7908,58.2194,1198,paradoxus
k141_4659,17,27975,71.4356,6292,wickerhamii
k141_2825,1,1492,688.437,2564,mikatae
k141_2826,1,1323,2010.03,33533,cerevisiae
k141_4664,4,1845,63.046,710,paradoxus
k141_10792,19,27705,79.0482,6703,mikatae
k141_9025,0,7863,50.8158,815,paradoxus
k141_4666,3,6459,230.541,2348,cerevisiae
k141_8233,77,142154,95.5872,34499,castellii
k141_13480,9,14897,96.4519,3977,castellii
k141_7258,8,7604,120.842,2300,kluyveri
k141_213,16,14788,389.992,10979,cerevisiae
k141_214,1,2203,140.281,450,kluyveri
k141_13495,2,6011,47.9203,109,gossypii
k141_13496,3,2870,61.3346,546,paradoxus
k141_11713,73,110469,74.1227,24440,wickerhamii
k141_8234,6,6557,125.416,2898,kluyveri
k141_9026,9,14389,83.2238,3293,mikatae
k141_2834,10,16456,122.164,6837,kluyveri
k141_9027,3,1426,91.5713,1026,wickerhamii
k141_4670,9,16590,277.485,7830,cerevisiae
k141_9918,35,53700,79.5769,11768,uvarum
k141_9919,2,1879,456.096,826,stipitis
k141_1041,163,245833,76.4642,51019,wickerhamii
k141_13502,7,8557,64.0535,1725,paradoxus
k141_1042,1,1078,8.83728,12,kudriavzevii
k141_13504,2,3461,65.6738,542,paradoxus
k141_1048,0,1881,55.279,191,paradoxus
k141_11715,9,18302,282.971,12621,cerevisiae
k141_1995,26,57268,83.7501,10931,stipitis
k141_13507,9,19440,82.8975,2683,uvarum
k141_1997,6,6013,283.788,7161,cerevisiae
k141_3752,28,51011,79.7304,9649,mikatae
k141_3754,2,1154,8.89542,19,kudriavzevii
k141_4677,6,16873,299.215,9217,cerevisiae
k141_4678,1,4875,58.436,73,gossypii
k141_3755,5,6332,274.063,5841,cerevisiae
k141_9038,20,26507,51.4041,4655,paradoxus
k141_3758,0,1183,8.61471,7,kudriavzevii
k141_4680,6,6283,358.708,2842,cerevisiae
k141_10793,36,61759,100.764,24589,kluyveri
k141_10798,2,1080,9.36559,32,kudriavzevii
k141_3760,12,13874,104.627,5903,kluyveri
k141_1999,11,20528,78.445,3199,uvarum
k141_6344,136,258313,85.8628,55482,stipitis
k141_3764,3,1875,11.2348,20,kudriavzevii
k141_9039,19,22709,99.8587,6976,castellii
k141_4683,11,25035,93.4286,8037,kluyveri
k141_10800,12,20114,74.957,4622,mikatae
k141_9040,8,13515,50.1107,2494,paradoxus
k141_6345,0,1761,1501.41,11892,cerevisiae
k141_2002,7,13596,106.106,4162,kluyveri
k141_4688,2,1428,64.4984,166,paradoxus
k141_4689,1,3065,4306.3,4882,gossypii
k141_6346,3,16245,102.85,2448,stipitis
k141_4692,2,4923,52.0228,538,paradoxus
k141_4695,1,1991,718.311,1116,stipitis
k141_13510,32,52806,67.1328,8198,uvarum
k141_9920,29,71772,95.7477,16040,castellii
k141_9921,1,1005,9.21287,9,kudriavzevii
k141_12635,160,219369,88.8712,66299,waltii
k141_4704,5,2452,10.566,40,kudriavzevii
k141_9925,2,6684,78.62,1188,paradoxus
k141_4706,6,9972,288.306,6140,cerevisiae
k141_7264,72,113169,75.6622,32412,lactis
k141_13512,6,8442,92.9929,1587,uvarum
k141_216,65,109108,47.9895,2156,gossypii
k141_7268,0,1095,92.5915,50,uvarum
k141_11716,45,79408,96.5216,19985,castellii
k141_7273,0,4169,66.0978,512,paradoxus
k141_11719,1,1859,131.614,214,paradoxus
k141_13516,2,8194,87.0912,1392,mikatae
k141_13521,1,1034,14.4299,28,kudriavzevii
k141_11720,2,6945,85.1653,1132,uvarum
k141_2003,20,35210,301.423,24947,cerevisiae
k141_3767,34,64980,93.3542,16745,castellii
k141_3769,0,4696,52.8401,636,paradoxus
k141_3770,0,2703,287.101,2637,cerevisiae
k141_9042,41,57855,97.7682,22915,kluyveri
k141_3773,2,4401,58.7415,887,paradoxus
k141_3774,1,1403,12.9385,27,kudriavzevii
k141_219,16,20114,74.3651,4499,uvarum
k141_6347,27,42532,81.1704,12392,lactis
k141_6350,3,5248,65.778,799,paradoxus
k141_1050,78,114823,73.5279,24788,wickerhamii
k141_6351,1,1113,10.6874,13,kudriavzevii
k141_6352,1,1803,213.065,1991,cerevisiae
k141_4711,17,34589,246.555,23079,cerevisiae
k141_222,12,20864,53.6801,3861,paradoxus
k141_7277,20,34629,107.278,14727,kluyveri
k141_4719,4,6577,47.534,1058,paradoxus
k141_3776,1,4975,302.505,4816,cerevisiae
k141_5543,154,200433,84.7568,75115,waltii
k141_5545,2,4305,10.5564,57,kudriavzevii
k141_5547,1,2272,51.1631,585,paradoxus
k141_2005,20,46258,149.738,18545,mikatae
k141_5553,1,6558,49.9007,807,paradoxus
k141_7284,2,2698,12.1962,42,kudriavzevii
k141_4721,3,3942,96.3402,1805,mikatae
k141_4724,0,1000,13.1518,12,kudriavzevii
k141_10803,55,87964,72.2764,15325,wickerhamii
k141_3778,16,19092,83.7779,5377,mikatae
k141_1051,17,27909,90.5007,6205,castellii
k141_4727,4,6643,49.0892,762,paradoxus
k141_9927,35,74026,91.8504,18378,castellii
k141_4734,2,2250,133.711,259,stipitis
k141_1053,5,7799,77.641,1145,uvarum
k141_4735,0,1293,331.95,254,stipitis
k141_1057,0,1061,232.48,1338,Unmapped
k141_1059,1,1707,309.017,453,mikatae
k141_10809,1,1416,306.473,513,cerevisiae
k141_5555,6,10920,58.0942,2071,paradoxus
k141_10812,14,15549,95.7697,6218,kluyveri
k141_10814,1,1494,10.7448,15,kudriavzevii
k141_10815,1,1983,646.985,6708,paradoxus
k141_9929,11,20779,75.9063,2817,uvarum
k141_10816,2,4301,92.4437,1560,mikatae
k141_7291,18,36453,84.3811,6417,mikatae
k141_3784,9,15028,283.38,11438,cerevisiae
